1.15.175.155 - - [28/Jun/2021:00:04:30 +0800] "GET http://www.hbszszj.com/index.php/common/articledetail/id/js/js/swiper.min.js HTTP/1.1" 200 4260 "-" "Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2692 MMWEBSDK/200901 Mobile Safari/537.36"[Klt306]
58.222.19.80 - - [28/Jun/2021:05:39:38 +0800] "GET http://www.hbszszj.com/ HTTP/1.1" 200 4260 "-" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[KLlt303]
58.222.19.80 - - [28/Jun/2021:05:39:38 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1105/20201105051736321.jpg HTTP/1.1" 304 0 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
58.222.19.80 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1116/20201116095916413.jpg HTTP/1.1" 304 0 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
58.222.19.80 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1113/20201113042258843.jpg HTTP/1.1" 304 0 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
58.222.19.80 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0625/20210625081900836.jpg HTTP/1.1" 200 54755 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt134]
221.233.146.7 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624103108494.jpg HTTP/1.1" 206 1 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt8]
221.233.146.7 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0531/20210531021644430.jpg HTTP/1.1" 206 1 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
58.222.19.80 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1122/20201122063332373.jpg HTTP/1.1" 304 0 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
221.233.146.7 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624101645976.jpg HTTP/1.1" 206 1 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
221.233.146.7 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1107/20201107043259941.png HTTP/1.1" 304 0 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
221.233.146.7 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1113/20201113044007261.jpg HTTP/1.1" 206 1 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt21]
221.233.146.7 - - [28/Jun/2021:05:39:39 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624103108494.jpg HTTP/1.1" 206 107871 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt151]
221.233.146.7 - - [28/Jun/2021:05:39:40 +0800] "GET http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365 HTTP/1.1" 200 4627 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[KLlt101]
221.233.146.7 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1113/20201113044007261.jpg HTTP/1.1" 206 426005 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt1604]
221.233.146.7 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624101645976.jpg HTTP/1.1" 206 482167 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt1876]
58.222.19.80 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0531/20210531021644430.jpg HTTP/1.1" 206 956526 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt1876]
221.233.146.7 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/images/xj_06.png HTTP/1.1" 200 691 "http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt56]
221.233.146.7 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624102050304.jpg HTTP/1.1" 200 66144 "http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
221.233.146.7 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624101958782.jpg HTTP/1.1" 200 76414 "http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt146]
58.222.19.80 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624102021345.jpg HTTP/1.1" 200 78981 "http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt128]
58.222.19.80 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624102115108.jpg HTTP/1.1" 200 58565 "http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt106]
58.222.19.80 - - [28/Jun/2021:05:39:41 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624102134396.jpg HTTP/1.1" 200 75419 "http://www.hbszszj.com/index.php?m=content&c=index&a=show&catid=59&id=365" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; V1932A Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14949813 Channel/10003993 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt102]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/ HTTP/1.1" 200 4260 "-" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[KLlt101]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/css/commonss.css HTTP/1.1" 200 1790 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt101]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/css/media.css HTTP/1.1" 200 11158 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/css/index.css HTTP/1.1" 200 11822 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/js/js/swiper.min.css HTTP/1.1" 200 13666 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/js/js/swiper.min.js HTTP/1.1" 200 0 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[ZKLt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/js/jquery-1.8.3.min.js HTTP/1.1" 200 33806 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[ZKLt101]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/images/hcai_03.png HTTP/1.1" 200 1229 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/css/animate.min.css HTTP/1.1" 200 78544 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt202]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/uploadfile/2020/1105/20201105051736321.jpg HTTP/1.1" 200 49054 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt101]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/js/wow.min.js HTTP/1.1" 200 1722 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[ZKLt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/images/s1.png HTTP/1.1" 200 1046 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/images/s2.png HTTP/1.1" 200 3366 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/images/s6.png HTTP/1.1" 200 1056 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/images/sj_18.jpg HTTP/1.1" 200 1463 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt0]
219.139.201.141 - - [28/Jun/2021:05:40:47 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0625/20210625081900836.jpg HTTP/1.1" 200 54755 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[CVLt0]
219.139.201.141 - - [28/Jun/2021:05:40:48 +0800] "GET http://www.hbszszj.com/uploadfile/2021/0624/20210624103108494.jpg HTTP/1.1" 200 126520 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; SCM-AL09 Build/HUAWEISCM-AL09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.18) com.alibaba.android.rimet/14960927 Channel/227200 language/zh-CN Pad/APad UT4Aplus/0.2.25 colorScheme/light"[Lt202]
121.29.188.197 - - [28/Jun/2021:05:46:08 +0800] "GET http://www.hbszszj.com/ HTTP/1.1" 200 4260 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36"[KLlt101]
121.29.188.197 - - [28/Jun/2021:05:46:08 +0800] "GET http://www.hbszszj.com/css/index.css HTTP/1.1" 200 11822 "http://www.hbszszj.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36"[CVLt0]
121.29.188.197 - - [28/Jun/2021:05:46:09 +0800] "GET http://www.hbszszj.com/css/commonss.css HTTP/1.1" 200 1790 "http://www.hbszszj.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36"[CVLt0]
121.29.188.197 - - [28/Jun/2021:05:46:09 +0800] "GET http://www.hbszszj.com/js/js/swiper.min.css HTTP/1.1" 200 13666 "http://www.hbszszj.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36"[CVLt0]
121.29.188.197 - - [28/Jun/2021:05:46:09 +0800] "GET http://www.hbszszj.com/css/media.css HTTP/1.1" 200 11158 "http://www.hbszszj.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36"[CVLt0]
